Id,SalePrice_pred
1461,126819.63
1462,155865.83
1463,177984.18
1464,185996.11
1465,193404.99
1466,171280.3
1467,173556.68
1468,162023.81
1469,201867.51
1470,117832.51
1471,185576.44
1472,102560.86
1473,95330.84
1474,150523.44
1475,107171.66
1476,357866.59
1477,253009.26
1478,321465.25
1479,302696.3
1480,448713.22
1481,305945.81
1482,216198.23
1483,177996.5
1484,164844.91
1485,196480.6
1486,202072.21
1487,320304.78
1488,234953.23
1489,189090.86
1490,248104.3
1491,201595.24
1492,96601.67
1493,203066.41
1494,297818.82
1495,282193.44
1496,238182.17
1497,171956.72
1498,155841.6
1499,152581.12
1500,142833.87
1501,185108.34
1502,148797.5
1503,269971.37
1504,235797.93
1505,219195.67
1506,179139.6
1507,243539.33
1508,194640.06
1509,164945.55
1510,139734.47
1511,142367.03
1512,174693.39
1513,162411.95
1514,143248.49
1515,200990.56
1516,165072.44
1517,165324.39
1518,122337.06
1519,217912.26
1520,121010.88
1521,124707.69
1522,189714.41
1523,97143.47
1524,121868.77
1525,116906.4
1526,98174.87
1527,95574.89
1528,142643.77
1529,152256.1
1530,218586.42
1531,122217.23
1532,108398.26
1533,159940.92
1534,125954.05
1535,157273.59
1536,102884.89
1537,42261.82
1538,166088.0
1539,209684.78
1540,129658.58
1541,133601.9
1542,151357.16
1543,181605.79
1544,92273.28
1545,126077.77
1546,143294.21
1547,145314.81
1548,146037.02
1549,123696.22
1550,147311.89
1551,119837.61
1552,146166.88
1553,160271.94
1554,121021.11
1555,160824.22
1556,83828.0
1557,102242.94
1558,104832.51
1559,91239.76
1560,129733.87
1561,104130.1
1562,120857.15
1563,112431.75
1564,153743.71
1565,153567.26
1566,249602.33
1567,79966.45
1568,232595.89
1569,119112.78
1570,144449.27
1571,108006.65
1572,144325.66
1573,243822.94
1574,121060.98
1575,251850.68
1576,240677.11
1577,179863.54
1578,140750.53
1579,138284.15
1580,193782.55
1581,157102.42
1582,134692.03
1583,275975.36
1584,231761.98
1585,146735.74
1586,54501.75
1587,114822.75
1588,165531.68
1589,102116.83
1590,130117.87
1591,90563.86
1592,118407.47
1593,132596.06
1594,135621.7
1595,110513.7
1596,216718.89
1597,185874.14
1598,206207.31
1599,209854.92
1600,186210.74
1601,41837.61
1602,123588.96
1603,84676.6
1604,296205.62
1605,241111.99
1606,163308.42
1607,162902.79
1608,208135.5
1609,185836.4
1610,154019.93
1611,128575.19
1612,190009.57
1613,162387.96
1614,148240.92
1615,89859.33
1616,72225.93
1617,86087.91
1618,118804.14
1619,158020.1
1620,152519.19
1621,135410.55
1622,153902.92
1623,271438.09
1624,211640.3
1625,116178.39
1626,174415.06
1627,188268.53
1628,289038.01
1629,178387.51
1630,325148.13
1631,210844.8
1632,224611.9
1633,192925.87
1634,185569.41
1635,173553.91
1636,147058.88
1637,173383.74
1638,202458.18
1639,186578.08
1640,250363.98
1641,185900.84
1642,251356.51
1643,227400.15
1644,230597.32
1645,212488.7
1646,156021.02
1647,162499.86
1648,126398.13
1649,121637.6
1650,116018.5
1651,121086.5
1652,99029.41
1653,101965.14
1654,148654.14
1655,139472.39
1656,137483.47
1657,149333.07
1658,152232.59
1659,123578.01
1660,145166.96
1661,408671.43
1662,365855.22
1663,368544.48
1664,451501.39
1665,329786.08
1666,327971.65
1667,359552.01
1668,349310.46
1669,320335.13
1670,353515.34
1671,262119.47
1672,393822.21
1673,291048.6
1674,256072.81
1675,207815.07
1676,196507.26
1677,213466.56
1678,452883.52
1679,375786.26
1680,318364.43
1681,283626.14
1682,321445.02
1683,200219.92
1684,190270.27
1685,183809.33
1686,168702.72
1687,190915.28
1688,193744.76
1689,207762.18
1690,199183.0
1691,191058.43
1692,273858.99
1693,195404.7
1694,176994.84
1695,177208.85
1696,261514.88
1697,184973.19
1698,328996.61
1699,309895.11
1700,260726.82
1701,272630.1
1702,248296.94
1703,244136.33
1704,268297.5
1705,260738.5
1706,403726.98
1707,232337.07
1708,203227.47
1709,254761.26
1710,216067.5
1711,273437.06
1712,245863.09
1713,271574.23
1714,219895.86
1715,201433.67
1716,186040.39
1717,179489.58
1718,144247.69
1719,228694.77
1720,246581.63
1721,181847.1
1722,135945.5
1723,158566.24
1724,205376.21
1725,227319.13
1726,189160.45
1727,145452.47
1728,190194.0
1729,160519.51
1730,168426.01
1731,127617.36
1732,126467.37
1733,115718.89
1734,117231.27
1735,137060.75
1736,113317.39
1737,299668.26
1738,255480.85
1739,261764.01
1740,200478.61
1741,183141.01
1742,165400.24
1743,172170.96
1744,317390.33
1745,228335.79
1746,236445.93
1747,225778.47
1748,231628.07
1749,148687.1
1750,140473.1
1751,240500.7
1752,111480.33
1753,149885.93
1754,205534.29
1755,162750.48
1756,124743.59
1757,112116.52
1758,149004.24
1759,158215.03
1760,166594.91
1761,151150.3
1762,188795.15
1763,191249.86
1764,106838.64
1765,196394.11
1766,186007.77
1767,215624.42
1768,141657.72
1769,162780.05
1770,155316.61
1771,130532.43
1772,139438.96
1773,110113.33
1774,139876.95
1775,129344.75
1776,138849.57
1777,105855.98
1778,142480.26
1779,124559.1
1780,180901.3
1781,129479.81
1782,67703.67
1783,140035.89
1784,95183.03
1785,136679.55
1786,156140.33
1787,175390.6
1788,44293.58
1789,107763.06
1790,46870.17
1791,211161.36
1792,161159.27
1793,133752.1
1794,167279.83
1795,128742.43
1796,145454.49
1797,142206.93
1798,123315.96
1799,103234.59
1800,133059.14
1801,114245.74
1802,150408.27
1803,163753.27
1804,121765.06
1805,137292.25
1806,130379.91
1807,155259.01
1808,132923.32
1809,126515.77
1810,154534.36
1811,99227.32
1812,107432.45
1813,126070.13
1814,90823.15
1815,32986.36
1816,101280.12
1817,116724.34
1818,173552.16
1819,127229.36
1820,51525.75
1821,123584.18
1822,160853.02
1823,43422.5
1824,152589.54
1825,143424.65
1826,103122.09
1827,103229.31
1828,134086.51
1829,147997.42
1830,148021.56
1831,153574.21
1832,78176.81
1833,146713.46
1834,121270.18
1835,123100.24
1836,126838.6
1837,78888.65
1838,106633.11
1839,101337.4
1840,144364.72
1841,115473.86
1842,83506.49
1843,124397.72
1844,151450.38
1845,156623.73
1846,156469.9
1847,184892.8
1848,32469.42
1849,125892.73
1850,105788.51
1851,140075.25
1852,119841.16
1853,119163.21
1854,166320.27
1855,156921.35
1856,224551.7
1857,140524.08
1858,158845.07
1859,118881.0
1860,137720.11
1861,119507.48
1862,283239.12
1863,281698.56
1864,281713.11
1865,352075.51
1866,348585.54
1867,228549.76
1868,285694.08
1869,208573.44
1870,220716.06
1871,272145.14
1872,184153.24
1873,233008.64
1874,149042.86
1875,197157.91
1876,185600.91
1877,204342.87
1878,206022.36
1879,123751.65
1880,128687.89
1881,238552.47
1882,243319.29
1883,194163.04
1884,204015.26
1885,252703.77
1886,288143.13
1887,221599.05
1888,261942.94
1889,175633.19
1890,105576.07
1891,145331.67
1892,99503.47
1893,129260.06
1894,117068.78
1895,132165.9
1896,121377.5
1897,105047.94
1898,113623.22
1899,163530.27
1900,159615.39
1901,164209.99
1902,161420.52
1903,223589.31
1904,158388.31
1905,197301.71
1906,146575.46
1907,216037.44
1908,121982.4
1909,151930.18
1910,136924.86
1911,221520.83
1912,291246.74
1913,163990.2
1914,62097.11
1915,327614.75
1916,35994.96
1917,253763.59
1918,139874.8
1919,166624.65
1920,147969.21
1921,378740.97
1922,337072.23
1923,223597.46
1924,207486.47
1925,215190.02
1926,370281.7
1927,131805.73
1928,156750.08
1929,121581.79
1930,135571.82
1931,132080.35
1932,135940.5
1933,204655.37
1934,180441.75
1935,169892.13
1936,201391.43
1937,174860.46
1938,165562.96
1939,250039.94
1940,195674.68
1941,169857.99
1942,172440.73
1943,222155.81
1944,353936.81
1945,370698.32
1946,133600.53
1947,317965.03
1948,158340.73
1949,239687.42
1950,191409.06
1951,240106.43
1952,216970.16
1953,176811.43
1954,190367.18
1955,130432.09
1956,282131.88
1957,148406.73
1958,272215.71
1959,139877.37
1960,95880.24
1961,119617.95
1962,99048.82
1963,112793.49
1964,102724.28
1965,142834.24
1966,134922.97
1967,299463.36
1968,412658.95
1969,381752.17
1970,394272.34
1971,449287.86
1972,363472.12
1973,291636.9
1974,337844.61
1975,452098.23
1976,282717.09
1977,366689.71
1978,345089.94
1979,304797.09
1980,197127.16
1981,339322.73
1982,214443.51
1983,200231.89
1984,186612.89
1985,238430.39
1986,211930.96
1987,205172.66
1988,180247.89
1989,200485.08
1990,216898.92
1991,223322.42
1992,229396.6
1993,184886.0
1994,244227.45
1995,184932.01
1996,290648.98
1997,333942.46
1998,308410.73
1999,297340.83
2000,315502.93
2001,282107.79
2002,256983.13
2003,245552.42
2004,274754.72
2005,251480.2
2006,216481.69
2007,250099.93
2008,216529.44
2009,198654.35
2010,201557.1
2011,145439.76
2012,187716.77
2013,171823.64
2014,180839.9
2015,197669.47
2016,187967.57
2017,200475.16
2018,120327.42
2019,136911.93
2020,97284.19
2021,97290.19
2022,185965.23
2023,147792.66
2024,283678.64
2025,350820.51
2026,166686.39
2027,147346.12
2028,160948.81
2029,156051.95
2030,258756.21
2031,244570.02
2032,271310.8
2033,252454.35
2034,173332.48
2035,219066.02
2036,199745.45
2037,203372.1
2038,318098.42
2039,229405.62
2040,316619.03
2041,288992.12
2042,212887.2
2043,179883.76
2044,186584.96
2045,197760.74
2046,131549.51
2047,149141.92
2048,139330.28
2049,136103.69
2050,179397.42
2051,115368.11
2052,122420.9
2053,141837.93
2054,79992.02
2055,165452.28
2056,146806.92
2057,109636.2
2058,217148.14
2059,123203.77
2060,172004.81
2061,185212.22
2062,119209.59
2063,106583.8
2064,131382.85
2065,123601.36
2066,171080.68
2067,137438.94
2068,138024.12
2069,79712.28
2070,105814.81
2071,84757.55
2072,146284.36
2073,140433.85
2074,159748.37
2075,156574.21
2076,127582.36
2077,147715.69
2078,128528.28
2079,139781.96
2080,112996.08
2081,127013.67
2082,139588.44
2083,150679.9
2084,99869.08
2085,111742.03
2086,134343.74
2087,129578.96
2088,92281.42
2089,79919.33
2090,132775.2
2091,84441.93
2092,130624.82
2093,151099.9
2094,125722.54
2095,131463.62
2096,84379.59
2097,98996.49
2098,152628.89
2099,32595.14
2100,81324.47
2101,108174.3
2102,145687.54
2103,87006.95
2104,148936.67
2105,142130.7
2106,29691.06
2107,206993.88
2108,111601.2
2109,102622.24
2110,126521.09
2111,156636.13
2112,134115.82
2113,125927.96
2114,122641.78
2115,162563.76
2116,115895.9
2117,145881.47
2118,121874.67
2119,111285.92
2120,117978.39
2121,99984.77
2122,100026.7
2123,88026.54
2124,191843.5
2125,141490.52
2126,155363.93
2127,179013.66
2128,139355.9
2129,104513.63
2130,139116.02
2131,150721.33
2132,104165.9
2133,127972.4
2134,110038.81
2135,103159.99
2136,44528.02
2137,118327.41
2138,143183.55
2139,146597.53
2140,135709.91
2141,175002.57
2142,129241.27
2143,142868.22
2144,119885.36
2145,144116.34
2146,187245.6
2147,146077.05
2148,140449.47
2149,157806.25
2150,227039.74
2151,129082.8
2152,167201.09
2153,194750.44
2154,95181.32
2155,144637.19
2156,263994.56
2157,225640.12
2158,238143.01
2159,235324.78
2160,191037.4
2161,238525.25
2162,372407.7
2163,347900.87
2164,249282.15
2165,190440.49
2166,157334.31
2167,222726.85
2168,180827.61
2169,196300.26
2170,205547.82
2171,153294.72
2172,137182.95
2173,167943.1
2174,221482.62
2175,268420.77
2176,301820.85
2177,233305.45
2178,219376.19
2179,141468.13
2180,215867.18
2181,194195.95
2182,216410.59
2183,193639.9
2184,129248.69
2185,138035.69
2186,143724.42
2187,152326.65
2188,166422.08
2189,317996.8
2190,71211.79
2191,61556.84
2192,77540.79
2193,115404.51
2194,104529.49
2195,93005.81
2196,117482.03
2197,98612.04
2198,155931.29
2199,164936.18
2200,136707.82
2201,144902.42
2202,191327.93
2203,148290.1
2204,172368.88
2205,126153.74
2206,157492.63
2207,226400.38
2208,234329.65
2209,219165.66
2210,125938.94
2211,120497.89
2212,122056.78
2213,108972.46
2214,152898.35
2215,99987.78
2216,148924.24
2217,54349.15
2218,85492.61
2219,77126.73
2220,49854.82
2221,327939.53
2222,304781.85
2223,283576.83
2224,221586.82
2225,125828.74
2226,180082.24
2227,207971.57
2228,290287.31
2229,238855.12
2230,156165.79
2231,215368.82
2232,174707.4
2233,185901.41
2234,256511.39
2235,234728.6
2236,245583.15
2237,307303.31
2238,210434.96
2239,121715.83
2240,161950.62
2241,145579.73
2242,129567.73
2243,133384.58
2244,98569.85
2245,109447.49
2246,134494.62
2247,126909.07
2248,125287.07
2249,120290.11
2250,133240.29
2251,105357.96
2252,183951.31
2253,168088.04
2254,180462.07
2255,190549.98
2256,182855.61
2257,208921.42
2258,153481.23
2259,168784.0
2260,156525.1
2261,209353.33
2262,227517.09
2263,353651.61
2264,409058.88
2265,179171.52
2266,297892.22
2267,353421.47
2268,406457.95
2269,143828.8
2270,192985.14
2271,211144.65
2272,210777.11
2273,165539.54
2274,171072.91
2275,155528.0
2276,204081.87
2277,189510.43
2278,155235.21
2279,125548.44
2280,106981.63
2281,166750.46
2282,172418.66
2283,117221.4
2284,128053.28
2285,134046.62
2286,110034.57
2287,380363.59
2288,293001.38
2289,332438.07
2290,410962.32
2291,345334.39
2292,406609.62
2293,433079.93
2294,384769.34
2295,420175.82
2296,258272.48
2297,363227.88
2298,365955.75
2299,351005.82
2300,322553.85
2301,324979.33
2302,254913.47
2303,239628.41
2304,248842.99
2305,202055.95
2306,198020.67
2307,207139.92
2308,218109.82
2309,296478.08
2310,208312.52
2311,213802.02
2312,184621.55
2313,178549.62
2314,181980.62
2315,182481.07
2316,202054.56
2317,185407.96
2318,183688.8
2319,188663.25
2320,182067.3
2321,249628.8
2322,195553.19
2323,202490.31
2324,193213.35
2325,210432.55
2326,197036.27
2327,204699.5
2328,227898.69
2329,180312.19
2330,179574.46
2331,324265.88
2332,391903.27
2333,318809.94
2334,277437.42
2335,299311.83
2336,316720.33
2337,203012.02
2338,253543.61
2339,228557.91
2340,378545.59
2341,217002.94
2342,232281.69
2343,222112.2
2344,228546.93
2345,229465.8
2346,211012.47
2347,199081.2
2348,245156.7
2349,187142.25
2350,312545.88
2351,266723.35
2352,245523.42
2353,249758.52
2354,147590.74
2355,160856.51
2356,158739.63
2357,192218.54
2358,194988.11
2359,122289.84
2360,111308.27
2361,147151.4
2362,246805.13
2363,154070.23
2364,185288.9
2365,215229.3
2366,183671.06
2367,203147.18
2368,217618.39
2369,206937.21
2370,158268.64
2371,156017.4
2372,192821.76
2373,282143.88
2374,312245.56
2375,253035.22
2376,295119.31
2377,325788.33
2378,140620.15
2379,222382.24
2380,149462.58
2381,166322.07
2382,220123.62
2383,192439.74
2384,228143.75
2385,158928.96
2386,129772.68
2387,128762.5
2388,109063.77
2389,124676.34
2390,144231.48
2391,136680.41
2392,111239.47
2393,169298.22
2394,144744.61
2395,211347.78
2396,152887.7
2397,213354.37
2398,128688.96
2399,67190.61
2400,58721.64
2401,123671.74
2402,131562.99
2403,137390.43
2404,147484.78
2405,159827.52
2406,135838.45
2407,118650.19
2408,149302.93
2409,105771.62
2410,191383.29
2411,107388.35
2412,164341.11
2413,117005.77
2414,163754.33
2415,125605.95
2416,130667.43
2417,142129.73
2418,129740.72
2419,113674.1
2420,119377.92
2421,133414.31
2422,106275.33
2423,119801.14
2424,143234.37
2425,211689.93
2426,120023.1
2427,127453.36
2428,194993.53
2429,97994.35
2430,133125.79
2431,107429.76
2432,134707.38
2433,154273.03
2434,134736.58
2435,160125.91
2436,124230.11
2437,103459.94
2438,110728.87
2439,107320.31
2440,131620.89
2441,104779.23
2442,93373.61
2443,137433.29
2444,114081.01
2445,85958.43
2446,131965.85
2447,199865.09
2448,144501.27
2449,115827.2
2450,151687.81
2451,127160.93
2452,201689.29
2453,96107.55
2454,106246.62
2455,119365.53
2456,145124.96
2457,124094.06
2458,139474.75
2459,111214.5
2460,149942.52
2461,132903.11
2462,128142.9
2463,131607.72
2464,175100.19
2465,134035.84
2466,121181.13
2467,148899.89
2468,87103.13
2469,79263.22
2470,207128.44
2471,226540.18
2472,167643.79
2473,109413.42
2474,63317.78
2475,213051.44
2476,97729.98
2477,110791.28
2478,139290.7
2479,107739.75
2480,158745.94
2481,131109.36
2482,121744.9
2483,107423.4
2484,128043.58
2485,130372.87
2486,145887.76
2487,191158.3
2488,164539.4
2489,169991.86
2490,142313.27
2491,107129.85
2492,197061.34
2493,160585.74
2494,154770.53
2495,90850.77
2496,229590.3
2497,156116.84
2498,110289.17
2499,76864.19
2500,117864.02
2501,135551.11
2502,145993.46
2503,88642.4
2504,162678.46
2505,220075.58
2506,254381.37
2507,271061.0
2508,251468.88
2509,216794.75
2510,209334.41
2511,181056.23
2512,223880.48
2513,220453.81
2514,262459.58
2515,143230.39
2516,167205.81
2517,136113.34
2518,146034.44
2519,237406.99
2520,204132.34
2521,192411.31
2522,219555.21
2523,115527.88
2524,133686.35
2525,131976.18
2526,144308.12
2527,116195.05
2528,127004.06
2529,163623.16
2530,131264.05
2531,262262.46
2532,217026.23
2533,202901.28
2534,253265.04
2535,274234.49
2536,225588.89
2537,242472.14
2538,189848.02
2539,193779.12
2540,186210.39
2541,189495.16
2542,169772.47
2543,118904.89
2544,114491.95
2545,132765.68
2546,125468.32
2547,148892.96
2548,167074.82
2549,148871.05
2550,612887.88
2551,152604.43
2552,127723.16
2553,59666.77
2554,86800.98
2555,91491.3
2556,88617.7
2557,102483.26
2558,161776.99
2559,135971.34
2560,148105.2
2561,146363.08
2562,150706.91
2563,149648.23
2564,208144.59
2565,159303.0
2566,146541.83
2567,131849.49
2568,205247.61
2569,196056.17
2570,129964.79
2571,180130.06
2572,168301.35
2573,210703.95
2574,296299.41
2575,147576.93
2576,128085.41
2577,168217.28
2578,78825.56
2579,26922.46
2580,110264.64
2581,124288.38
2582,133331.67
2583,290828.94
2584,160582.39
2585,189197.12
2586,212441.91
2587,195880.12
2588,146249.98
2589,149206.78
2590,206623.32
2591,256378.41
2592,215651.91
2593,255744.68
2594,178092.52
2595,220433.72
2596,289457.52
2597,204073.41
